,eid,startTime,endTime,lat,lon,v1MMSI,v2MMSI
3907,081b823783b4957056be288347140539.1,2022-02-24 00:00:00 UTC,2022-02-24 04:00:00 UTC,-45.76115859075,-60.2883564703,412549032,412549072
3908,6bd1e7725fbeb42064be2d8022568458.1,2022-03-15 15:40:00 UTC,2022-03-15 20:00:00 UTC,-45.79305606885,-59.8885572324,412549032,412326887
3909,a66d522d7aeb98efb59bbab8f14c1ae1.1,2020-12-24 13:10:00 UTC,2020-12-24 23:50:00 UTC,-5.513521780964167,-101.6479260659902,412549032,412421171
3910,4699f410706926904ccb2a50027fd206.1,2022-08-24 01:40:00 UTC,2022-08-24 07:40:00 UTC,-46.64303123209999,-60.5845781403,412549032,412549072
3911,f3187b4027778d2cdfe52c039fe6281f.1,2021-10-30 10:50:00 UTC,2021-10-30 15:40:00 UTC,-16.4692995176,-81.685420857,412549032,412421067
3912,4952a3f77dec1780e2ade97616cce106.1,2022-08-20 21:10:00 UTC,2022-08-21 02:00:00 UTC,-46.46714524283571,-60.43897576135314,412549032,412329693
3913,99d9c005cbeb2b0aec86ace0d1e9791a.1,2021-10-29 16:00:00 UTC,2021-10-29 21:10:00 UTC,-16.5587815975,-81.5348118135,412549032,412549385
3914,d6d7b6a5c6ced4e6551bd8dcb970f769.1,2021-10-28 15:30:00 UTC,2021-10-28 19:30:00 UTC,-16.4108446573,-81.06895750410001,412549032,412420929
3915,a0dcb765789beff176576183c802b059.1,2022-08-21 02:20:00 UTC,2022-08-21 06:30:00 UTC,-46.39522652775,-60.40492634765,412549032,412329694
3916,3f066d9cf73b1679a4c6c2324104ea6d.1,2023-01-25 13:30:00 UTC,2023-01-25 23:50:00 UTC,-45.49471241084211,-60.37532775796631,412549032,412420646
3917,77b17e7e04092cb48547b76225ccea99.1,2021-06-04 00:00:00 UTC,2021-06-04 03:00:00 UTC,-33.825051105,17.840027162200002,412549032,412421005
3918,9746a0b70ed93182bed1310f85645c59.1,2022-02-24 13:10:00 UTC,2022-02-24 17:40:00 UTC,-45.884041616100006,-60.4169869558,412549032,412420378
3919,44a2ec3fd33aad72e2f7e6257c441a9b.1,2021-11-03 11:10:00 UTC,2021-11-03 15:00:00 UTC,-16.3174254966,-80.8711920264,412549032,412354057
3920,18c76c013a5494c86a3d666484d5e55c.1,2023-01-11 10:40:00 UTC,2023-01-11 18:20:00 UTC,-45.93798301094999,-60.52944183310001,412549032,412549048
3921,6c46dea603ebd9643471ff9dd682cba0.1,2022-07-23 20:20:00 UTC,2022-07-24 07:00:00 UTC,-45.04059344898032,-60.02934583016793,412549032,412549072
3922,b6a0b0d3f5a4598ee7a24e0cc8822220.1,2022-03-25 13:40:00 UTC,2022-03-25 16:50:00 UTC,-46.9119010546,-60.57959483849999,412549032,412420382
3923,6b5e7a1c7d047d446c181dec5e4dc054.1,2020-07-04 15:00:00 UTC,2020-07-04 20:30:00 UTC,-3.8363913253,-86.8518352145,412549032,412331062
3924,987a6ab36976326c19f0d06da698dfc4.1,2020-12-12 13:00:00 UTC,2020-12-12 17:00:00 UTC,-4.1031263471,-102.1493159633,412549032,412420252
3925,97da97b6b7dcc163ddde2a3d09452cdd.1,2019-12-01 21:00:00 UTC,2019-12-01 23:20:00 UTC,-17.9341679932,-79.2135045975,412549032,412420008
3926,02a6a5375f527eb48c72f7395dd1708a.1,2022-03-20 13:00:00 UTC,2022-03-20 19:20:00 UTC,-44.96190695725001,-59.8073446073,412549032,412549072
3927,1959c8c1703b173e1333814af3c3a539.1,2022-03-11 20:00:00 UTC,2022-03-12 07:00:00 UTC,-46.219601796328334,-60.09934594999691,412549032,412549074
3928,d84ef3a9a45cda09765627a44204051d.1,2020-12-25 14:50:00 UTC,2020-12-25 19:30:00 UTC,-3.6205252338,-104.31002432815,412549032,412420926
3929,921474aac7e8cbdc2bf0bc8f3194b655.1,2019-12-01 12:50:00 UTC,2019-12-01 15:10:00 UTC,-18.0468171644,-79.0881013759,412549032,412420931
3930,a5b018a2cfb52823027d4229842a10d1.1,2023-01-18 16:20:00 UTC,2023-01-18 20:40:00 UTC,-45.8179055017,-60.4615826,412549032,412420653
3931,d67309a80f83334330c33047ff3b77db.1,2022-03-27 14:50:00 UTC,2022-03-27 18:40:00 UTC,-45.0139337692,-59.83188711340001,412549032,412329642
3932,c64492919ce040479d50aed3f1322197.1,2020-04-25 15:40:00 UTC,2020-04-25 18:20:00 UTC,-12.7193228275,-82.4244221429,412549032,412420646
3933,d0c54628f555d0ea5fba04877bfb1d7c.1,2020-05-08 12:00:00 UTC,2020-05-08 16:00:00 UTC,-14.92837399942,-84.95713201703988,412549032,412421138
3934,3e718d73ecbf5dbb0abba939289751ba.1,2020-12-14 12:30:00 UTC,2020-12-14 18:40:00 UTC,-4.632653322410448,-101.23439763117165,412549032,412354056
3935,bb9733d56cb843e8b79df8928092fb22.1,2022-03-19 14:10:00 UTC,2022-03-19 16:30:00 UTC,-44.9570299525,-59.9683742274,412549032,412421171
3936,ae9a109a016c3a6e863f5459d481413b.1,2020-12-15 12:40:00 UTC,2020-12-15 18:30:00 UTC,-4.7614941117,-101.5862558748,412549032,412420928
3937,74b61a881d2b4653ba4c49711d646b5a.1,2021-04-04 16:20:00 UTC,2021-04-04 21:10:00 UTC,-2.5123261491,-101.18261853605,412549032,412354056
3938,bc5c88f2759fa3682747c47f5174226b.1,2021-03-31 13:40:00 UTC,2021-03-31 17:20:00 UTC,-2.04120208445,-104.48566270835,412549032,412549164
3939,e47eb88081dcb09a9b8eb60d1d274fab.1,2021-04-28 21:00:00 UTC,2021-04-29 03:30:00 UTC,-42.07170431969531,-57.571704079551424,412549032,412549072
3940,aa2db4dd7736741d079b71eaa2886569.1,2021-05-18 01:20:00 UTC,2021-05-18 04:10:00 UTC,-46.4403742572,-60.3349336113,412549032,412549073
3941,31ca4dc6aeb9e0c7b4c65ee912b6479d.1,2020-12-19 12:50:00 UTC,2020-12-19 16:20:00 UTC,-4.2489683435000005,-102.6279770385,412549032,412420855
3942,e9297f0528a239ab03bbd5d724363352.1,2020-12-26 12:50:00 UTC,2020-12-26 17:20:00 UTC,-3.6116844642121952,-105.15222849359252,412549032,412354057
3943,f393106efcd655ec8dd98179210cdc7c.1,2020-12-14 19:20:00 UTC,2020-12-14 23:40:00 UTC,-4.537183504250001,-101.3249289682,412549032,412354168
3944,0c41fe88e406d4766461744fe4d9bec6.1,2023-01-13 16:40:00 UTC,2023-01-13 22:50:00 UTC,-45.82150068095,-60.3198089795,412549032,412421114
3945,751ed9041d03b18ccc0d9b35e1f751f6.1,2023-01-04 21:30:00 UTC,2023-01-05 10:20:00 UTC,-45.631277187692106,-60.47056795835416,412549032,412329686
3946,bab6bfb52959286d888b4204ca7e74c2.1,2019-11-29 02:10:00 UTC,2019-11-29 05:00:00 UTC,-16.5294883637,-82.44536134169999,412549032,412420854
3947,e5a930d1f68fd9f71908a19a31df7ca4.1,2022-08-19 00:10:00 UTC,2022-08-19 07:10:00 UTC,-46.41847159785001,-60.50978731605,412549032,412549074
3948,9afb140bf87eec160e0a04f257edad1a.1,2022-03-14 13:50:00 UTC,2022-03-14 16:50:00 UTC,-45.0702074434,-59.919503453,412549032,412439586
3949,43f9c7bc83caec8a82bcd5bc284ea3f6.1,2020-04-25 11:50:00 UTC,2020-04-25 15:00:00 UTC,-12.782879867499998,-82.3747271888,412549032,412549001
3950,210e114ac3d9e2d67b69003ed6b5ebf7.1,2020-12-17 19:30:00 UTC,2020-12-17 23:50:00 UTC,-4.4936646086,-101.8832229052,412549032,412420611
3951,bd6d94a61bb0c11e0541b2d208c4fd77.1,2021-11-11 11:30:00 UTC,2021-11-11 15:40:00 UTC,-15.54616783445,-81.37836004200001,412549032,412420653
3952,9024c4fbdb5ed347d979e2d29e8a79e1.1,2022-12-30 21:40:00 UTC,2022-12-30 23:50:00 UTC,-45.5218539297,-60.3972462718,412549032,412329692
3953,423fba6af1be7cf9e504ec59480df686.1,2020-05-12 12:20:00 UTC,2020-05-12 15:10:00 UTC,-17.9891792145,-83.23595880730001,412549032,412420932
3954,6abbb22fd37f3d3ea477c89b949124ec.1,2022-08-25 19:50:00 UTC,2022-08-25 23:50:00 UTC,-46.237484250600005,-60.35675568669999,412549032,412549073
3955,28058b99029eed6410d4954332471189.1,2021-10-28 11:20:00 UTC,2021-10-28 15:00:00 UTC,-16.43673872332353,-81.0357896952705,412549032,412420609
3956,14a9e644be4957c0a42b175d2623291d.1,2020-05-07 14:40:00 UTC,2020-05-07 17:10:00 UTC,-16.068101093800003,-84.03326871955,412549032,412420246
3957,259d1d1aa42fe904c2c6f0629eb42bc4.1,2020-12-17 16:20:00 UTC,2020-12-17 23:20:00 UTC,-4.5012172131,-101.8630175208,412549032,412420644
3958,66683e347d0c9d8837c2c001c78b668c.1,2020-12-08 12:50:00 UTC,2020-12-08 16:10:00 UTC,-6.3890002327,-96.2681993934,412549032,412421028
3959,5299199d7f7c62b12230d60fb9ddd3f3.1,2022-12-31 14:30:00 UTC,2022-12-31 18:30:00 UTC,-45.4740407077,-60.3366626493,412549032,412420382
3960,fefb66b49c89a23ee1362fb85d35fec5.1,2020-12-24 15:00:00 UTC,2020-12-24 19:00:00 UTC,-5.520467217499999,-101.62458861895,412549032,412549162
3961,c27f616bde6f3d20e3db3945d163ccdf.1,2022-03-27 10:30:00 UTC,2022-03-27 14:10:00 UTC,-45.13825782545001,-59.89139178785,412549032,412329644
3962,b7b0dd68a404f96350c52f537c390d1b.1,2020-12-12 12:30:00 UTC,2020-12-12 19:20:00 UTC,-4.105335416655224,-102.1867555828956,412549032,412549049
3963,af822594611a93fab7ed92f10d9e7ae9.1,2021-03-28 18:00:00 UTC,2021-03-28 22:50:00 UTC,-3.1342434264,-104.4807144722,412549032,412420254
3964,da5b38e4f29636f1a395fa73a23d74f6.1,2021-04-05 18:20:00 UTC,2021-04-05 21:40:00 UTC,-2.2530507684,-100.776163113,412549032,412420611
3965,75b09a9c3de6537a34251800ac5f087a.1,2022-07-22 12:00:00 UTC,2022-07-22 23:50:00 UTC,-44.86724082989524,-59.45989365548714,412549032,412331182
3966,08c34ffc2702b6fdbb47dc667e9e4536.1,2023-01-10 16:20:00 UTC,2023-01-10 20:20:00 UTC,-45.9421563376,-60.50418257815,412549032,412420647
3967,af5f6977f366707a560c2b839946267a.1,2022-03-25 09:50:00 UTC,2022-03-25 13:20:00 UTC,-46.9724436153,-60.59430919840001,412549032,412420653
3968,a1db536a4cfaa645ed9ac689c672193c.1,2022-08-19 20:30:00 UTC,2022-08-19 23:50:00 UTC,-46.50898197835,-60.55399137995,412549032,412329685
3969,8eb8ca650af9c9dd13e7b9859e36d43e.1,2023-01-23 10:30:00 UTC,2023-01-23 14:40:00 UTC,-45.55431098895,-60.3945849851,412549032,412420531
3970,fbe67419c563d17bb357c80bf3409282.1,2019-12-08 11:20:00 UTC,2019-12-08 15:00:00 UTC,-18.7515281974,-77.2713419574,412549032,412420961
3971,b0b2d283083de1a7cbd2b04233e3aedc.1,2019-12-18 15:10:00 UTC,2019-12-18 17:30:00 UTC,-17.7170687474,-80.18258402725,412549032,412410063
3972,4e2e5c88862195453687ae89229f0f4c.1,2021-11-07 12:30:00 UTC,2021-11-07 15:10:00 UTC,-15.4306709671,-81.21627529515001,412549032,412420246
3973,213edce6c7be341eb89a0a79f633d141.1,2021-04-02 19:50:00 UTC,2021-04-02 23:20:00 UTC,-2.0601660587,-103.232996224,412549032,412421167
3974,0bfc729ce0fb80c59b44fed45ade0cb4.1,2022-03-23 13:50:00 UTC,2022-03-23 16:30:00 UTC,-45.64567440385,-60.113131211,412549032,412328785
3975,2b6aa1d3d03392e720c1ee6f2d75c6fe.1,2022-12-25 00:00:00 UTC,2022-12-25 07:00:00 UTC,-45.336903400450005,-60.4039289752,412549032,412549073
3976,32121541cd26faae5a547c494efe10f9.1,2023-01-05 20:00:00 UTC,2023-01-06 10:10:00 UTC,-45.28237448877798,-60.37099982504584,412549032,412549073
3977,6afdf33a24261b21f5fa20d7a4be4c5f.1,2021-04-20 10:50:00 UTC,2021-04-20 19:00:00 UTC,-42.2425981473,-57.8021141061,412549032,412420653
3978,df6b2c2655f242ab3025a8a6ae65d945.1,2020-05-10 12:00:00 UTC,2020-05-10 15:40:00 UTC,-17.31367423805,-84.1064139574,412549032,412549122
3979,184085c305379c4160aa0c7d08e93fdf.1,2022-08-20 02:00:00 UTC,2022-08-20 05:20:00 UTC,-46.51588536305,-60.4537415269,412549032,412329686
3980,d8705bb5263d9e4da3e159fead95c62b.1,2020-07-01 12:40:00 UTC,2020-07-01 16:20:00 UTC,-3.78937552305,-86.28031194649999,412549032,412421138
3981,db89bca7e70044e8584e0c550c6faca7.1,2021-11-06 11:30:00 UTC,2021-11-06 15:10:00 UTC,-15.856876549077144,-81.1134881386857,412549032,412420968
3982,e770c5607f2313a89439cf6ea743eb3d.1,2022-03-25 17:30:00 UTC,2022-03-25 19:50:00 UTC,-46.872404559,-60.5809472049,412549032,412549165
3983,23064bf62d96fb43e196e5be2a7dd05f.1,2021-03-31 16:30:00 UTC,2021-03-31 20:00:00 UTC,-2.05863540775,-104.45665777455,412549032,412421004
3984,da06bf556a69d71b964137f2082bddc8.1,2022-12-29 17:20:00 UTC,2022-12-29 20:50:00 UTC,-45.3478183394,-60.14647927055,412549032,412549531
3985,31ce15f5bb7e69d6f4337647d642004c.1,2022-03-07 00:00:00 UTC,2022-03-07 08:50:00 UTC,-46.0787378572,-60.3545930002,412549032,412549073
3986,ce03118ac409112967188a9f78c0c8e6.1,2021-11-11 10:50:00 UTC,2021-11-11 15:00:00 UTC,-15.5554325844,-81.3722479064,412549032,412420651
3987,ec9c0202da9f82108c8f27cbaed37d90.1,2022-12-25 21:00:00 UTC,2022-12-26 03:50:00 UTC,-45.148170560896254,-60.26139820345999,412549032,412549072
3988,2f0187a023a4bf92d9450903159a73e7.1,2023-01-20 13:30:00 UTC,2023-01-20 17:30:00 UTC,-46.05815023853334,-60.46230592716703,412549032,412328766
3989,0dce882f22ab7e17df94e4c5b29febbf.1,2021-05-01 00:00:00 UTC,2021-05-01 05:40:00 UTC,-42.09829268785,-57.61946297959999,412549032,412549074
3990,1080e0353709e4af44dd2a09734cb395.1,2021-04-01 15:40:00 UTC,2021-04-01 17:50:00 UTC,-2.0010381016,-103.4101699499,412549032,412420645
3991,f742d500688461fa52e6bc67772caa82.1,2021-10-30 11:10:00 UTC,2021-10-30 16:10:00 UTC,-16.446885932628575,-81.69116168734212,412549032,412421114
3992,1f0f257a2b059d93745c55c4912e9173.1,2022-07-25 15:30:00 UTC,2022-07-25 19:50:00 UTC,-46.33986481265,-60.36144392175,412549032,412336963
3993,378e7471fb0f5e49620df8df8038a795.1,2019-12-15 12:30:00 UTC,2019-12-15 15:00:00 UTC,-18.4203074103,-78.4051594098,412549032,412549012
3994,b7e731815528bd4be0251b9431945e94.1,2022-03-20 05:00:00 UTC,2022-03-20 12:50:00 UTC,-44.9863632119,-59.753453998850006,412549032,412549074
3995,d083f8dea5276d2e40e6a97eb92943d0.1,2021-11-08 12:40:00 UTC,2021-11-08 16:10:00 UTC,-14.2472345438,-81.9468687987,412549032,412421114
3996,229b05521d26f68e61cf41d45a868b64.1,2021-04-24 11:00:00 UTC,2021-04-24 16:00:00 UTC,-42.1838877962,-57.82841243125001,412549032,412420953
3997,2838d12068174413ecb9e1e2be823e54.1,2021-04-05 13:40:00 UTC,2021-04-05 18:00:00 UTC,-2.24685376985,-100.7499260608,412549032,412354168
3998,ad658d04a3180805b900631550bde5eb.1,2023-01-23 15:30:00 UTC,2023-01-23 18:40:00 UTC,-45.513968131,-60.37516137685,412549032,412420532
3999,6b9e1498ef648ad5d392106d90a56757.1,2021-10-28 11:20:00 UTC,2021-10-28 15:20:00 UTC,-16.439280549600003,-81.0310704524,412549032,412420247
4000,f92a63b705884ca54022d133dc52de24.1,2020-12-27 13:10:00 UTC,2020-12-27 19:00:00 UTC,-3.6905363750090903,-104.71720220592404,412549032,412410063
4001,9179317d41cf6bf93b8078ac1fd5c05d.1,2022-03-19 19:20:00 UTC,2022-03-20 03:40:00 UTC,-45.10548598471531,-59.91068624621848,412549032,412549073
4002,f6d4100ce2c2266fb2250e55ae151cb4.1,2022-08-11 11:20:00 UTC,2022-08-11 20:00:00 UTC,-46.70482318599999,-60.6080014125,412549032,412331209
4003,20157e0b22c00f05de16276b2e042a71.1,2020-12-20 13:00:00 UTC,2020-12-20 20:30:00 UTC,-4.9221524986,-103.077126441,412549032,412549121
4004,5c41520f3e39e105136cd80793f1335a.1,2021-11-08 16:30:00 UTC,2021-11-08 21:50:00 UTC,-14.15942713163404,-81.96818117026551,412549032,412549049
4005,e72c4e75606ea5445051fbf662fe32e0.1,2021-10-29 11:20:00 UTC,2021-10-29 16:30:00 UTC,-16.630985317649998,-81.50104754350001,412549032,412549164
4006,bd97f2ed9095a771e37e19413b7c40b7.1,2022-03-01 13:50:00 UTC,2022-03-01 19:00:00 UTC,-45.7683481526,-60.5127240105,412549032,412421108
4007,038cd0febd82151a0978a9532d23892c.1,2022-02-27 10:00:00 UTC,2022-02-27 14:40:00 UTC,-45.8087782505,-60.19901325175,412549032,412439575
4008,993a00679c8eaf2d4468bc25b8163cdd.1,2023-01-02 00:00:00 UTC,2023-01-02 09:20:00 UTC,-45.690072269400005,-60.4136118254,412549032,412329688
4009,f60268043349ce646d8c3a7f8efd1f60.1,2023-01-21 10:50:00 UTC,2023-01-21 16:50:00 UTC,-45.96209817985,-60.47347897669999,412549032,412549048
4010,02c4630895ec3bb2db372bee2a2253e5.1,2021-11-10 11:30:00 UTC,2021-11-10 16:40:00 UTC,-16.710478117,-81.9390351612,412549032,412549269
4011,e4841961b9065f7dbda5dbb096646081.1,2021-11-12 14:50:00 UTC,2021-11-12 20:40:00 UTC,-15.29363858305,-81.58250169195,412549032,412549301
4012,6540670216daefabb720215cf16c6aad.1,2019-12-02 21:20:00 UTC,2019-12-03 06:10:00 UTC,-18.18308943832697,-77.46350227838845,412549032,412421108
4013,bbe4c9f3421efab32adcea21fe5700ca.1,2020-06-26 13:30:00 UTC,2020-06-26 15:50:00 UTC,-2.85991561055,-85.90254588449999,412549032,412549122
4014,fa460a566124da5ddc565d3c2e6ce625.1,2020-12-26 20:50:00 UTC,2020-12-26 23:50:00 UTC,-3.5783914623,-105.2612664602,412549032,412420979
4015,2c6b95a1fc1d9f3edefba12fd3f1614c.1,2020-12-22 12:10:00 UTC,2020-12-22 15:50:00 UTC,-4.505952096300001,-101.89462619715,412549032,412430930
4016,de82477febe0c9eee8a883cce7b2215c.1,2022-12-27 16:50:00 UTC,2022-12-27 20:20:00 UTC,-45.53978653175,-60.2968648589,412549032,412420647
4017,b682b76f47a607985460b0fb51bcaa18.1,2021-10-30 16:10:00 UTC,2021-10-30 22:00:00 UTC,-16.40015329635,-81.73112121509999,412549032,412420961
4018,ba6f2aed7a8aea2ddcc1a89794468571.1,2021-11-13 11:10:00 UTC,2021-11-13 14:50:00 UTC,-14.60776781115,-83.73302948320001,412549032,412420252
4019,963ead8b9d072ab4f40d7cc02eaa0889.1,2022-03-24 20:40:00 UTC,2022-03-24 23:50:00 UTC,-45.309727647,-60.0297963528,412549032,412420532
4020,1272a7460b93c5f21937501499749e83.1,2019-12-10 14:40:00 UTC,2019-12-10 17:40:00 UTC,-18.6452862117,-77.6089609393,412549032,412420246
4021,fcb62873ba461f8ebaaf90c2bca3ec58.1,2021-04-03 16:30:00 UTC,2021-04-03 20:30:00 UTC,-3.5259109459,-101.3042073324,412549032,412420423
4022,6f1b9f6e101035aeadb5fd739167c6fb.1,2021-03-29 14:00:00 UTC,2021-03-29 18:10:00 UTC,-3.239356652392857,-104.28633506685,412549032,412420994
4023,9627ccacfe0924ddc90cb1606f7c37e1.1,2020-06-06 10:10:00 UTC,2020-06-06 21:30:00 UTC,-42.38320577135,-57.86507142845,412549032,412549072
4024,ac72f4514a3dcd2d59673d3837c9ff6b.1,2020-12-04 11:50:00 UTC,2020-12-04 15:00:00 UTC,-13.7062283645,-85.33463037359999,412549032,412420996
4025,6b98dc8a526049d32f456f2ff61c9622.1,2019-12-09 16:50:00 UTC,2019-12-09 20:50:00 UTC,-18.60224057185,-77.58195454940001,412549032,412420929
4026,b900d4ced994a3b6a017032327237cfc.1,2022-08-07 21:30:00 UTC,2022-08-08 06:20:00 UTC,-46.61138666469184,-60.47217910277875,412549032,412549073
4027,826348c59237bf7b7cfe7f276b085745.1,2022-03-12 21:20:00 UTC,2022-03-13 07:00:00 UTC,-46.5553599631921,-60.39728127283403,412549032,412549072
4028,cce16086b26bedad4d5b71862b304d8a.1,2022-08-16 00:00:00 UTC,2022-08-16 08:50:00 UTC,-46.061908052350006,-60.32677005455,412549032,412549072
4029,b1b748092e80c216e817f19aa5035193.1,2021-11-11 16:00:00 UTC,2021-11-11 21:00:00 UTC,-15.453668175533332,-81.43118108766566,412549032,412420532
4030,3ff136bc58e34694b591048cadebf1c0.1,2021-10-31 10:50:00 UTC,2021-10-31 17:00:00 UTC,-16.1409949996,-81.2658965052,412549032,412420624
4031,d1ca113bf1a26dd85ec030ffb0bf650d.1,2023-01-27 18:00:00 UTC,2023-01-27 21:50:00 UTC,-45.31478292764999,-60.33379866525,412549032,412549072
4032,668418b0bcf1777efdff2f772b832645.1,2022-07-26 21:00:00 UTC,2022-07-27 05:40:00 UTC,-46.42800528515,-60.465381148397874,412549032,412549073
4033,1a58053a6f87d68943d3c1c2ff2b6cfd.1,2021-03-28 16:30:00 UTC,2021-03-28 22:50:00 UTC,-3.13048736095,-104.46758203535,412549032,412420926
4034,81e4999ba6898f08d50a491a56b878d8.1,2019-12-16 15:50:00 UTC,2019-12-16 22:00:00 UTC,-18.543688189696,-78.17493375570197,412549032,412420855
4035,5b905b432c94191ee4e28a283c636280.1,2021-04-01 20:00:00 UTC,2021-04-01 22:50:00 UTC,-1.9882726516,-103.3165545814,412549032,412420453
4036,6214232cf4b18d079ccb2b79fb92a0c7.1,2022-12-30 10:50:00 UTC,2022-12-30 14:40:00 UTC,-45.5595769185,-60.4334527731,412549032,412439587
4037,8c34930043c2e8930c94b195504c4762.1,2023-01-16 21:10:00 UTC,2023-01-17 06:20:00 UTC,-45.19299838133333,-60.15599295028334,412549032,412549073
4038,2c980efd16629987e4a0be7dca46d51c.1,2020-07-06 12:50:00 UTC,2020-07-06 15:30:00 UTC,-3.9137507949,-86.8806011549,412549032,412549053
4039,bcabb65b1de4093c2d783738ab6fa31f.1,2020-12-16 14:40:00 UTC,2020-12-16 20:40:00 UTC,-4.8592523093,-100.6711571766,412549032,412549144
4040,ff359e19b9a3170caa2ed498d9c57c47.1,2019-12-08 10:50:00 UTC,2019-12-08 15:00:00 UTC,-18.75870476875,-77.26804844305002,412549032,412430930
4041,afe250c93a27ca0fc58fa7d00cf50c6a.1,2021-04-21 11:00:00 UTC,2021-04-21 20:50:00 UTC,-42.1271807399,-57.81613399805,412549032,412329644
4042,c25a4da4c15798367c04b44ded9f042c.1,2022-02-26 00:00:00 UTC,2022-02-26 06:40:00 UTC,-45.81242739,-60.32004230878589,412549032,412331209
4043,7de6a9c483a810b5de8b387e1e5a33f3.1,2023-01-21 18:00:00 UTC,2023-01-21 22:10:00 UTC,-45.8647026546,-60.50060153235001,412549032,412420624
4044,fc35d3375bb47adee38e12a4d9eb3bdf.1,2022-03-22 18:10:00 UTC,2022-03-22 20:30:00 UTC,-45.403420475,-59.912503602600005,412549032,412420623
4045,378e1ef908ea4ee5906e3255e609a3f8.1,2022-02-25 10:40:00 UTC,2022-02-25 16:10:00 UTC,-45.69689424935,-60.46786861205,412549032,412549099
4046,2b7da7ac9fa33cfaa3bff5d2dae22615.1,2021-05-14 11:10:00 UTC,2021-05-14 22:30:00 UTC,-42.7774609596,-57.3436917705,412549032,412421005
4047,1c927e43810cc16a6ae2b6a8decdd900.1,2022-12-30 15:40:00 UTC,2022-12-30 21:10:00 UTC,-45.54914042691305,-60.40911134445219,412549032,412439586
4048,b5c3d88f340338e245577625fb36ae7a.1,2021-04-02 13:50:00 UTC,2021-04-02 19:10:00 UTC,-2.0848864721629625,-103.3015253550266,412549032,412421168
4049,486ca891b67e535e8dd567589e7cf3e3.1,2021-10-28 15:40:00 UTC,2021-10-28 22:20:00 UTC,-16.396695598599997,-81.07218608264999,412549032,412420653
4050,84e2af3f9250117831d2d3583e044dfe.1,2021-11-10 12:10:00 UTC,2021-11-10 16:30:00 UTC,-16.71444107615,-81.92732749749999,412549032,412420925
4051,a1e125cb7bdf6a3a88d973133e5dd5bb.1,2021-03-30 13:30:00 UTC,2021-03-30 17:50:00 UTC,-2.728795249,-103.3251998143,412549032,412420644
4052,6e5dfd296885f5146f559768e57bcf9f.1,2022-08-03 00:00:00 UTC,2022-08-03 05:20:00 UTC,-45.6117551706,-60.31045645995,412549032,412329438
4053,8e40d69afc02ad6cc6813a9f80f4248a.1,2022-08-10 18:10:00 UTC,2022-08-11 04:50:00 UTC,-46.69810408413333,-60.53615495981677,412549032,412331066
4054,42e727e28d8cc848eba169200c95dfe9.1,2020-06-24 12:10:00 UTC,2020-06-24 14:20:00 UTC,-3.7357570686,-84.8700735889,412549032,412420972
4055,b3bc858fa470bacf819f16a06b599cbe.1,2019-12-14 16:20:00 UTC,2019-12-14 20:30:00 UTC,-18.4035782742,-78.4959404544,412549032,412420653
4056,00761425bc6b3fcb0f99715e5faacd44.1,2022-08-24 21:30:00 UTC,2022-08-25 06:20:00 UTC,-46.53700850016731,-60.44375773218916,412549032,412549074
4057,0f632e247af28f84f4641a809d834ec7.1,2022-07-25 19:50:00 UTC,2022-07-25 23:50:00 UTC,-46.3910552856,-60.27026200855,412549032,412331284
4058,ccd6102030d10c1f411bf35753f6f335.1,2021-04-02 17:50:00 UTC,2021-04-02 23:50:00 UTC,-2.0618262333,-103.23940635895,412549032,412420252
4059,610047734b3f414f65e517c3cc193925.1,2021-04-29 19:50:00 UTC,2021-04-30 05:10:00 UTC,-42.08277904124545,-57.63019976337333,412549032,412549073
4060,7dcd78961c3a03707da8145fe70e21dd.1,2023-01-10 09:00:00 UTC,2023-01-10 15:30:00 UTC,-45.95244820033636,-60.50146293909091,412549032,412420315
4061,e7a964637570647f236c707e40647a4c.1,2022-03-03 17:10:00 UTC,2022-03-03 20:10:00 UTC,-45.37084825105,-60.1388291939,412549032,412420624
4062,3358d71fc5cdcaa7ac4f00fa67fe5ae1.1,2022-03-26 10:50:00 UTC,2022-03-26 14:10:00 UTC,-47.08781653970001,-60.60580908555,412549032,412326889
4063,f75ec9e067a2e1f7f5ee86a17373b51b.1,2020-12-22 16:30:00 UTC,2020-12-22 23:20:00 UTC,-4.460256917334247,-102.00258478226928,412549032,412420925
4064,544db38b83bd761ea832c9eb590e6f67.1,2021-05-17 20:30:00 UTC,2021-05-17 23:50:00 UTC,-46.4780954844,-60.3670144004,412549032,412549072
4065,5eb9cc5520115e2be3cf76a278e4c465.1,2019-12-01 20:50:00 UTC,2019-12-01 23:40:00 UTC,-17.9334586405,-79.2177467715,412549032,412420502
4066,7b8780e6bfc3fbc93e47e65f8e2c0d26.1,2021-08-27 02:00:00 UTC,2021-08-27 07:50:00 UTC,57.17603116715,-153.3631233292,367348340,366542920
4067,13ddbd7112b063b9b8b6c567bccd4225.1,2019-08-05 01:30:00 UTC,2019-08-05 06:20:00 UTC,55.2568490746,-131.4219847004,367348340,303308000
4068,f98b3934b307864d3bc96e72d45d588f.1,2020-07-27 21:10:00 UTC,2020-07-28 06:00:00 UTC,55.13244893135,-131.56335784721924,367348340,366338750
4069,7b871ad581d704abde40398c8673d97b.1,2022-08-17 12:20:00 UTC,2022-08-17 16:50:00 UTC,57.19207369805,-153.35712543735,367348340,367319530
